date,race_name,head,frame,house_num,pop,rank,distance,rank_dis
2023/12/24,有馬記念(G1),16,3,6,9,15,芝2500,1.5
2023/11/26,ジャパンC(G1),18,7,14,8,10,芝2400,1.8
2023/10/09,京都大賞典(G2),14,3,4,1,3,芝2400,0.1
2023/06/25,宝塚記念(G1),17,5,10,5,5,芝2200,0.4
2023/04/30,天皇賞(春)(G1),17,4,7,5,2,芝3200,0.4
2023/03/19,阪神大賞典(G2),14,8,13,3,5,芝3000,0.5
2022/12/25,有馬記念(G1),16,8,16,8,8,芝2500,1.2
2022/10/02,凱旋門賞(G1),20, ,6,10,18,芝2400, 
2022/06/26,宝塚記念(G1),17,7,15,3,4,芝2200,0.6
2022/05/01,天皇賞(春)(G1),18,8,18,1,2,芝3200,1.1
