date,race_name,head,frame,house_num,pop,rank,distance,rank_dis
2023/12/24,有馬記念(G1),16,6,11,11,9,芝2500,0.7
2023/11/12,エリザベス女王杯(G1),15,2,3,3,3,芝2200,0.2
2023/10/15,秋華賞(G1),18,1,2,2,3,芝2000,0.5
2023/05/21,優駿牝馬(G1),18,6,12,2,2,芝2400,1.0
2023/04/09,桜花賞(G1),18,3,5,3,4,芝1600,0.5
2023/02/11,デイリー杯クイーンC(G3),16,5,9,6,1,芝1600,0.0
2022/12/18,2歳未勝利,15,8,14,1,1,芝1600,-0.3
2022/11/27,2歳新馬,14,7,11,1,2,芝2000,0.0
