date,race_name,head,frame,house_num,pop,rank,distance,rank_dis
2023/12/24,有馬記念(G1),16,5,10,1,4,芝2500,0.3
2023/10/29,天皇賞(秋)(G1),11,6,6,6,2,芝2000,0.4
2023/06/25,宝塚記念(G1),17,5,9,2,3,芝2200,0.2
2023/04/30,天皇賞(春)(G1),17,1,1,2,1,芝3200,-0.4
2023/03/19,阪神大賞典(G2),14,3,3,2,1,芝3000,-0.3
2022/12/25,有馬記念(G1),16,5,10,7,7,芝2500,1.1
2022/10/23,菊花賞(G1),18,8,17,4,3,芝3000,0.1
2022/09/25,神戸新聞杯(G2),17,4,7,5,1,芝2200,-0.6
2022/05/29,東京優駿(G1),18,5,9,10,9,芝2400,1.3
2022/04/17,皐月賞(G1),18,5,10,9,9,芝2000,0.8
