date,race_name,head,frame,house_num,pop,rank,distance,rank_dis
2023/12/24,有馬記念(G1),16,7,13,5,6,芝2500,0.6
2023/10/22,菊花賞(G1),17,4,7,2,2,芝3000,0.6
2023/05/28,東京優駿(G1),18,6,12,4,1,芝2400,0.0
2023/04/16,皐月賞(G1),18,7,14,5,2,芝2000,0.2
2023/03/05,報知弥生ディープ記念(G2),10,6,6,3,1,芝2000,-0.2
2023/02/12,共同通信杯(G3),12,5,6,2,4,芝1800,0.2
2022/11/27,2歳新馬,16,6,12,1,1,芝1800,-0.6
